# Time [s],Mass [Kg/kg],BT [C],FT [C]
6.97000000000E+02,7.70350750000E-01,3.80889370000E+02,4.36999420000E+02
6.98000000000E+02,7.69937400000E-01,3.81048740000E+02,4.37084630000E+02
6.99000000000E+02,7.69526120000E-01,3.81208800000E+02,4.37168670000E+02
7.00000000000E+02,7.69117000000E-01,3.81369570000E+02,4.37252080000E+02
7.01000000000E+02,7.68709900000E-01,3.81531010000E+02,4.37335880000E+02
7.02000000000E+02,7.68304940000E-01,3.81693210000E+02,4.37420650000E+02
7.03000000000E+02,7.67902080000E-01,3.81856080000E+02,4.37504460000E+02
7.04000000000E+02,7.67501350000E-01,3.82019710000E+02,4.37587950000E+02
7.05000000000E+02,7.67102720000E-01,3.82184050000E+02,4.37671780000E+02
7.06000000000E+02,7.66706230000E-01,3.82349090000E+02,4.37755160000E+02
7.07000000000E+02,7.66311880000E-01,3.82514920000E+02,4.37839690000E+02
7.08000000000E+02,7.65919690000E-01,3.82681490000E+02,4.37923340000E+02
7.09000000000E+02,7.65529630000E-01,3.82848820000E+02,4.38006500000E+02
7.10000000000E+02,7.65141730000E-01,3.83016880000E+02,4.38090060000E+02
7.11000000000E+02,7.64756020000E-01,3.83185670000E+02,4.38173190000E+02
7.12000000000E+02,7.64372470000E-01,3.83355260000E+02,4.38257570000E+02
7.13000000000E+02,7.63991060000E-01,3.83525600000E+02,4.38340480000E+02
7.14000000000E+02,7.63611850000E-01,3.83696810000E+02,4.38423890000E+02
7.15000000000E+02,7.63234790000E-01,3.83868710000E+02,4.38507020000E+02
7.16000000000E+02,7.62860000000E-01,3.84041470000E+02,4.38590240000E+02
7.17000000000E+02,7.62487350000E-01,3.84214970000E+02,4.38673950000E+02
7.18000000000E+02,7.62116910000E-01,3.84389280000E+02,4.38757080000E+02
7.19000000000E+02,7.61748730000E-01,3.84564420000E+02,4.38840330000E+02
7.20000000000E+02,7.61382760000E-01,3.84740390000E+02,4.38923340000E+02
7.21000000000E+02,7.61018990000E-01,3.84917210000E+02,4.39006960000E+02
7.22000000000E+02,7.60657490000E-01,3.85094820000E+02,4.39090030000E+02
7.23000000000E+02,7.60298190000E-01,3.85273280000E+02,4.39173100000E+02
7.24000000000E+02,7.59941160000E-01,3.85452550000E+02,4.39256320000E+02
7.25000000000E+02,7.59586390000E-01,3.85632720000E+02,4.39339360000E+02
7.26000000000E+02,7.59233830000E-01,3.85813720000E+02,4.39422580000E+02
7.27000000000E+02,7.58883600000E-01,3.85995540000E+02,4.39505430000E+02
7.28000000000E+02,7.58535620000E-01,3.86178250000E+02,4.39588780000E+02
7.29000000000E+02,7.58189980000E-01,3.86361820000E+02,4.39671750000E+02
7.30000000000E+02,7.57846590000E-01,3.86546360000E+02,4.39753750000E+02
7.31000000000E+02,7.57505480000E-01,3.86731690000E+02,4.39837770000E+02
7.32000000000E+02,7.57166680000E-01,3.86918000000E+02,4.39920840000E+02
7.33000000000E+02,7.56830220000E-01,3.87105130000E+02,4.40003850000E+02
7.34000000000E+02,7.56496070000E-01,3.87293210000E+02,4.40086210000E+02
7.35000000000E+02,7.56164250000E-01,3.87482180000E+02,4.40169040000E+02
7.36000000000E+02,7.55834760000E-01,3.87672090000E+02,4.40253020000E+02
7.37000000000E+02,7.55507590000E-01,3.87862880000E+02,4.40336000000E+02
7.38000000000E+02,7.55182800000E-01,3.88054630000E+02,4.40418400000E+02
7.39000000000E+02,7.54860340000E-01,3.88247250000E+02,4.40501190000E+02
7.40000000000E+02,7.54540260000E-01,3.88440920000E+02,4.40585240000E+02
7.41000000000E+02,7.54222570000E-01,3.88635440000E+02,4.40668180000E+02
7.42000000000E+02,7.53907260000E-01,3.88830990000E+02,4.40751340000E+02
7.43000000000E+02,7.53594280000E-01,3.89027440000E+02,4.40834010000E+02
7.44000000000E+02,7.53283740000E-01,3.89224880000E+02,4.40916870000E+02
7.45000000000E+02,7.52975640000E-01,3.89423250000E+02,4.41000790000E+02
7.46000000000E+02,7.52669870000E-01,3.89622680000E+02,4.41083890000E+02
7.47000000000E+02,7.52366540000E-01,3.89823030000E+02,4.41166630000E+02
7.48000000000E+02,7.52065660000E-01,3.90024440000E+02,4.41249850000E+02
7.49000000000E+02,7.51767220000E-01,3.90226780000E+02,4.41332860000E+02
7.50000000000E+02,7.51471220000E-01,3.90430180000E+02,4.41416930000E+02
7.51000000000E+02,7.51177610000E-01,3.90634520000E+02,4.41499600000E+02
7.52000000000E+02,7.50886500000E-01,3.90839970000E+02,4.41583100000E+02
7.53000000000E+02,7.50597830000E-01,3.91046330000E+02,4.41666380000E+02
7.54000000000E+02,7.50311670000E-01,3.91253810000E+02,4.41749360000E+02
7.55000000000E+02,7.50027950000E-01,3.91462220000E+02,4.41833800000E+02
7.56000000000E+02,7.49746740000E-01,3.91671750000E+02,4.41916600000E+02
7.57000000000E+02,7.49467970000E-01,3.91882230000E+02,4.42000030000E+02
7.58000000000E+02,7.49191760000E-01,3.92093870000E+02,4.42083620000E+02
7.59000000000E+02,7.48918000000E-01,3.92306490000E+02,4.42167080000E+02
7.60000000000E+02,7.48646800000E-01,3.92520200000E+02,4.42250980000E+02
7.61000000000E+02,7.48378100000E-01,3.92734890000E+02,4.42334440000E+02
7.62000000000E+02,7.48111900000E-01,3.92950740000E+02,4.42418300000E+02
7.63000000000E+02,7.47848270000E-01,3.93167570000E+02,4.42501950000E+02
7.64000000000E+02,7.47587140000E-01,3.93385560000E+02,4.42586120000E+02
7.65000000000E+02,7.47328580000E-01,3.93604550000E+02,4.42669740000E+02
7.66000000000E+02,7.47072580000E-01,3.93824680000E+02,4.42753850000E+02
7.67000000000E+02,7.46819140000E-01,3.94045930000E+02,4.42837950000E+02
7.68000000000E+02,7.46568260000E-01,3.94268160000E+02,4.42921080000E+02
7.69000000000E+02,7.46319950000E-01,3.94491610000E+02,4.43005890000E+02
7.70000000000E+02,7.46074260000E-01,3.94716030000E+02,4.43090180000E+02
7.71000000000E+02,7.45831070000E-01,3.94941650000E+02,4.43174620000E+02
7.72000000000E+02,7.45590570000E-01,3.95168300000E+02,4.43258270000E+02
7.73000000000E+02,7.45352570000E-01,3.95396120000E+02,4.43342320000E+02
7.74000000000E+02,7.45117250000E-01,3.95625000000E+02,4.43427700000E+02
7.75000000000E+02,7.44884490000E-01,3.95855040000E+02,4.43512180000E+02
7.76000000000E+02,7.44654360000E-01,3.96086240000E+02,4.43596890000E+02
7.77000000000E+02,7.44426850000E-01,3.96318480000E+02,4.43680880000E+02
7.78000000000E+02,7.44201960000E-01,3.96551880000E+02,4.43765380000E+02
7.79000000000E+02,7.43979690000E-01,3.96786350000E+02,4.43851040000E+02
7.80000000000E+02,7.43760050000E-01,3.97021970000E+02,4.43935850000E+02
7.81000000000E+02,7.43543090000E-01,3.97258730000E+02,4.44020480000E+02
7.82000000000E+02,7.43328690000E-01,3.97496520000E+02,4.44105350000E+02
7.83000000000E+02,7.43116970000E-01,3.97735570000E+02,4.44191310000E+02
7.84000000000E+02,7.42907940000E-01,3.97975620000E+02,4.44276370000E+02
7.85000000000E+02,7.42701530000E-01,3.98216860000E+02,4.44361360000E+02
7.86000000000E+02,7.42497800000E-01,3.98459200000E+02,4.44446780000E+02
7.87000000000E+02,7.42296700000E-01,3.98702670000E+02,4.44532010000E+02
7.88000000000E+02,7.42098270000E-01,3.98947300000E+02,4.44618500000E+02
7.89000000000E+02,7.41902470000E-01,3.99192960000E+02,4.44703640000E+02
7.90000000000E+02,7.41709350000E-01,3.99439820000E+02,4.44789550000E+02
7.91000000000E+02,7.41518910000E-01,3.99687810000E+02,4.44875430000E+02
7.92000000000E+02,7.41331160000E-01,3.99936800000E+02,4.44961030000E+02
7.93000000000E+02,7.41146030000E-01,4.00186980000E+02,4.45047490000E+02
7.94000000000E+02,7.40963580000E-01,4.00438200000E+02,4.45133610000E+02
7.95000000000E+02,7.40783810000E-01,4.00690580000E+02,4.45219850000E+02
7.96000000000E+02,7.40606730000E-01,4.00944090000E+02,4.45306000000E+02
7.97000000000E+02,7.40432320000E-01,4.01198580000E+02,4.45392970000E+02
7.98000000000E+02,7.40260540000E-01,4.01454220000E+02,4.45479400000E+02
7.99000000000E+02,7.40091440000E-01,4.01710940000E+02,4.45565980000E+02
8.00000000000E+02,7.39924970000E-01,4.01968660000E+02,4.45652920000E+02
8.01000000000E+02,7.39761230000E-01,4.02227570000E+02,4.45739720000E+02
8.02000000000E+02,7.39600120000E-01,4.02487460000E+02,4.45826970000E+02
8.03000000000E+02,7.39441630000E-01,4.02748380000E+02,4.45913970000E+02
8.04000000000E+02,7.39285830000E-01,4.03010440000E+02,4.46001400000E+02
8.05000000000E+02,7.39132700000E-01,4.03273410000E+02,4.46088500000E+02
8.06000000000E+02,7.38982140000E-01,4.03537450000E+02,4.46176270000E+02
8.07000000000E+02,7.38834260000E-01,4.03802550000E+02,4.46263820000E+02
8.08000000000E+02,7.38689010000E-01,4.04068540000E+02,4.46351620000E+02
8.09000000000E+02,7.38546370000E-01,4.04335540000E+02,4.46439390000E+02
8.10000000000E+02,7.38406420000E-01,4.04603550000E+02,4.46526550000E+02
8.11000000000E+02,7.38268970000E-01,4.04872440000E+02,4.46615480000E+02
8.12000000000E+02,7.38134210000E-01,4.05142360000E+02,4.46703610000E+02
8.13000000000E+02,7.38002000000E-01,4.05413210000E+02,4.46791960000E+02
8.14000000000E+02,7.37872360000E-01,4.05684880000E+02,4.46879580000E+02
8.15000000000E+02,7.37745340000E-01,4.05957550000E+02,4.46969120000E+02
8.16000000000E+02,7.37620830000E-01,4.06231080000E+02,4.47057560000E+02
8.17000000000E+02,7.37498940000E-01,4.06505400000E+02,4.47146330000E+02
8.18000000000E+02,7.37379550000E-01,4.06780640000E+02,4.47234830000E+02
8.19000000000E+02,7.37262670000E-01,4.07056730000E+02,4.47323640000E+02
8.20000000000E+02,7.37148340000E-01,4.07333560000E+02,4.47413540000E+02
8.21000000000E+02,7.37036470000E-01,4.07611180000E+02,4.47502720000E+02
8.22000000000E+02,7.36927090000E-01,4.07889650000E+02,4.47591710000E+02
8.23000000000E+02,7.36820220000E-01,4.08168790000E+02,4.47680850000E+02
8.24000000000E+02,7.36715790000E-01,4.08448610000E+02,4.47771270000E+02
8.25000000000E+02,7.36613750000E-01,4.08729190000E+02,4.47860960000E+02
8.26000000000E+02,7.36514150000E-01,4.09010410000E+02,4.47950470000E+02
8.27000000000E+02,7.36417000000E-01,4.09292240000E+02,4.48040410000E+02
8.28000000000E+02,7.36322160000E-01,4.09574710000E+02,4.48130250000E+02
8.29000000000E+02,7.36229720000E-01,4.09857820000E+02,4.48221310000E+02
8.30000000000E+02,7.36139600000E-01,4.10141420000E+02,4.48311250000E+02
8.31000000000E+02,7.36051800000E-01,4.10425600000E+02,4.48401700000E+02
8.32000000000E+02,7.35966320000E-01,4.10710300000E+02,4.48491880000E+02
8.33000000000E+02,7.35883120000E-01,4.10995450000E+02,4.48583590000E+02
8.34000000000E+02,7.35802110000E-01,4.11281040000E+02,4.48673770000E+02
8.35000000000E+02,7.35723380000E-01,4.11567080000E+02,4.48764560000E+02
8.36000000000E+02,7.35646840000E-01,4.11853520000E+02,4.48855650000E+02
8.37000000000E+02,7.35572460000E-01,4.12140230000E+02,4.48946230000E+02
8.38000000000E+02,7.35500220000E-01,4.12427310000E+02,4.49038180000E+02
8.39000000000E+02,7.35430120000E-01,4.12714720000E+02,4.49129430000E+02
8.40000000000E+02,7.35362050000E-01,4.13002350000E+02,4.49221040000E+02
8.41000000000E+02,7.35296130000E-01,4.13290190000E+02,4.49311830000E+02
8.42000000000E+02,7.35232170000E-01,4.13578190000E+02,4.49404300000E+02
8.43000000000E+02,7.35170300000E-01,4.13866390000E+02,4.49496090000E+02
8.44000000000E+02,7.35110340000E-01,4.14154660000E+02,4.49588130000E+02
8.45000000000E+02,7.35052350000E-01,4.14443050000E+02,4.49679500000E+02
8.46000000000E+02,7.34996260000E-01,4.14731510000E+02,4.49772370000E+02
8.47000000000E+02,7.34942020000E-01,4.15019930000E+02,4.49864530000E+02
8.48000000000E+02,7.34889630000E-01,4.15308320000E+02,4.49956880000E+02
8.49000000000E+02,7.34839080000E-01,4.15596620000E+02,4.50048680000E+02
8.50000000000E+02,7.34790330000E-01,4.15884860000E+02,4.50140960000E+02
8.51000000000E+02,7.34743240000E-01,4.16172880000E+02,4.50234440000E+02
8.52000000000E+02,7.34697940000E-01,4.16460820000E+02,4.50326970000E+02
8.53000000000E+02,7.34654310000E-01,4.16748500000E+02,4.50419220000E+02
8.54000000000E+02,7.34612290000E-01,4.17035920000E+02,4.50511870000E+02
8.55000000000E+02,7.34571870000E-01,4.17323030000E+02,4.50605530000E+02
8.56000000000E+02,7.34533010000E-01,4.17609800000E+02,4.50698270000E+02
8.57000000000E+02,7.34495700000E-01,4.17896210000E+02,4.50790990000E+02
8.58000000000E+02,7.34459880000E-01,4.18182190000E+02,4.50883730000E+02
8.59000000000E+02,7.34425490000E-01,4.18467740000E+02,4.50977570000E+02
8.60000000000E+02,7.34392520000E-01,4.18752810000E+02,4.51070770000E+02
8.61000000000E+02,7.34360990000E-01,4.19037410000E+02,4.51163670000E+02
8.62000000000E+02,7.34330770000E-01,4.19321410000E+02,4.51256710000E+02
8.63000000000E+02,7.34301870000E-01,4.19604800000E+02,4.51350830000E+02
8.64000000000E+02,7.34274210000E-01,4.19887600000E+02,4.51443760000E+02
8.65000000000E+02,7.34247860000E-01,4.20169710000E+02,4.51537170000E+02
8.66000000000E+02,7.34222650000E-01,4.20451140000E+02,4.51630520000E+02
8.67000000000E+02,7.34198630000E-01,4.20731870000E+02,4.51723880000E+02
8.68000000000E+02,7.34175680000E-01,4.21011810000E+02,4.51817840000E+02
8.69000000000E+02,7.34153870000E-01,4.21290990000E+02,4.51911290000E+02
8.70000000000E+02,7.34133120000E-01,4.21569340000E+02,4.52004730000E+02
8.71000000000E+02,7.34113400000E-01,4.21846860000E+02,4.52098140000E+02
8.72000000000E+02,7.34094620000E-01,4.22123470000E+02,4.52192140000E+02
8.73000000000E+02,7.34076800000E-01,4.22399200000E+02,4.52285430000E+02
8.74000000000E+02,7.34059930000E-01,4.22674040000E+02,4.52379030000E+02
8.75000000000E+02,7.34043900000E-01,4.22947850000E+02,4.52472530000E+02
8.76000000000E+02,7.34028700000E-01,4.23220670000E+02,4.52566440000E+02
8.77000000000E+02,7.34014390000E-01,4.23492550000E+02,4.52659700000E+02
8.78000000000E+02,7.34000800000E-01,4.23763340000E+02,4.52753360000E+02
8.79000000000E+02,7.33987990000E-01,4.24033080000E+02,4.52846530000E+02
8.80000000000E+02,7.33975890000E-01,4.24301790000E+02,4.52940280000E+02
8.81000000000E+02,7.33964440000E-01,4.24569340000E+02,4.53033660000E+02
8.82000000000E+02,7.33953710000E-01,4.24835820000E+02,4.53126860000E+02
8.83000000000E+02,7.33943580000E-01,4.25101200000E+02,4.53219540000E+02
8.84000000000E+02,7.33934040000E-01,4.25365360000E+02,4.53312680000E+02
8.85000000000E+02,7.33925100000E-01,4.25628390000E+02,4.53406620000E+02
8.86000000000E+02,7.33916700000E-01,4.25890290000E+02,4.53499510000E+02
8.87000000000E+02,7.33908770000E-01,4.26150940000E+02,4.53592130000E+02
8.88000000000E+02,7.33901380000E-01,4.26410400000E+02,4.53684840000E+02
8.89000000000E+02,7.33894470000E-01,4.26668670000E+02,4.53778380000E+02
8.90000000000E+02,7.33888030000E-01,4.26925690000E+02,4.53871030000E+02
8.91000000000E+02,7.33881950000E-01,4.27181490000E+02,4.53963410000E+02
8.92000000000E+02,7.33876350000E-01,4.27436040000E+02,4.54055730000E+02
8.93000000000E+02,7.33871040000E-01,4.27689360000E+02,4.54149020000E+02
8.94000000000E+02,7.33866160000E-01,4.27941440000E+02,4.54241180000E+02
8.95000000000E+02,7.33861570000E-01,4.28192230000E+02,4.54333010000E+02
8.96000000000E+02,7.33857330000E-01,4.28441800000E+02,4.54424960000E+02
8.97000000000E+02,7.33853340000E-01,4.28690120000E+02,4.54516660000E+02
8.98000000000E+02,7.33849700000E-01,4.28937130000E+02,4.54609220000E+02
8.99000000000E+02,7.33846310000E-01,4.29182920000E+02,4.54700500000E+02
9.00000000000E+02,7.33843150000E-01,4.29427400000E+02,4.54791930000E+02
9.01000000000E+02,7.33840230000E-01,4.29670650000E+02,4.54882970000E+02
9.02000000000E+02,7.33837540000E-01,4.29912630000E+02,4.54975040000E+02
9.03000000000E+02,7.33835040000E-01,4.30153350000E+02,4.55065490000E+02
9.04000000000E+02,7.33832720000E-01,4.30392820000E+02,4.55156190000E+02
9.05000000000E+02,7.33830630000E-01,4.30631010000E+02,4.55246770000E+02
9.06000000000E+02,7.33828660000E-01,4.30867980000E+02,4.55337740000E+02
9.07000000000E+02,7.33826880000E-01,4.31103700000E+02,4.55427830000E+02
9.08000000000E+02,7.33825210000E-01,4.31338170000E+02,4.55517910000E+02
9.09000000000E+02,7.33823660000E-01,4.31571380000E+02,4.55607760000E+02
9.10000000000E+02,7.33822290000E-01,4.31803380000E+02,4.55696870000E+02
9.11000000000E+02,7.33821030000E-01,4.32034150000E+02,4.55787080000E+02
9.12000000000E+02,7.33819840000E-01,4.32263700000E+02,4.55876250000E+02
9.13000000000E+02,7.33818770000E-01,4.32492030000E+02,4.55965360000E+02
9.14000000000E+02,7.33817820000E-01,4.32719180000E+02,4.56053680000E+02
9.15000000000E+02,7.33816920000E-01,4.32945100000E+02,4.56143010000E+02
9.16000000000E+02,7.33816150000E-01,4.33169860000E+02,4.56231260000E+02
9.17000000000E+02,7.33815370000E-01,4.33393430000E+02,4.56319490000E+02
9.18000000000E+02,7.33814720000E-01,4.33615840000E+02,4.56406890000E+02
9.19000000000E+02,7.33814120000E-01,4.33837100000E+02,4.56494320000E+02
9.20000000000E+02,7.33813580000E-01,4.34057190000E+02,4.56582640000E+02
9.21000000000E+02,7.33813050000E-01,4.34276150000E+02,4.56669620000E+02
9.22000000000E+02,7.33812630000E-01,4.34493930000E+02,4.56756100000E+02
9.23000000000E+02,7.33812210000E-01,4.34710600000E+02,4.56842710000E+02
9.24000000000E+02,7.33811800000E-01,4.34926150000E+02,4.56929900000E+02
9.25000000000E+02,7.33811500000E-01,4.35140620000E+02,4.57015840000E+02
9.26000000000E+02,7.33811200000E-01,4.35353940000E+02,4.57101780000E+02
9.27000000000E+02,7.33810900000E-01,4.35566190000E+02,4.57187010000E+02
9.28000000000E+02,7.33810660000E-01,4.35777340000E+02,4.57272190000E+02
9.29000000000E+02,7.33810480000E-01,4.35987430000E+02,4.57358030000E+02
9.30000000000E+02,7.33810250000E-01,4.36196440000E+02,4.57442630000E+02
9.31000000000E+02,7.33810070000E-01,4.36404390000E+02,4.57526820000E+02
9.32000000000E+02,7.33809950000E-01,4.36611300000E+02,4.57610960000E+02
9.33000000000E+02,7.33809770000E-01,4.36817170000E+02,4.57695650000E+02
9.34000000000E+02,7.33809650000E-01,4.37022000000E+02,4.57779110000E+02
9.35000000000E+02,7.33809530000E-01,4.37225830000E+02,4.57862240000E+02
9.36000000000E+02,7.33809470000E-01,4.37428590000E+02,4.57945130000E+02
9.37000000000E+02,7.33809350000E-01,4.37630400000E+02,4.58027680000E+02
9.38000000000E+02,7.33809290000E-01,4.37831150000E+02,4.58111020000E+02
9.39000000000E+02,7.33809230000E-01,4.38030980000E+02,4.58192780000E+02
9.40000000000E+02,7.33809170000E-01,4.38229770000E+02,4.58274630000E+02
9.41000000000E+02,7.33809110000E-01,4.38427610000E+02,4.58356110000E+02
9.42000000000E+02,7.33809050000E-01,4.38624450000E+02,4.58437260000E+02
9.43000000000E+02,7.33808990000E-01,4.38820370000E+02,4.58519040000E+02
9.44000000000E+02,7.33808930000E-01,4.39015290000E+02,4.58599330000E+02
9.45000000000E+02,7.33808930000E-01,4.39209320000E+02,4.58679600000E+02
9.46000000000E+02,7.33808880000E-01,4.39402340000E+02,4.58759580000E+02
9.47000000000E+02,7.33808880000E-01,4.39594480000E+02,4.58839320000E+02
9.48000000000E+02,7.33808880000E-01,4.39785680000E+02,4.58919220000E+02
9.49000000000E+02,7.33808820000E-01,4.39975950000E+02,4.58998110000E+02
9.50000000000E+02,7.33808820000E-01,4.40165310000E+02,4.59077060000E+02
9.51000000000E+02,7.33808820000E-01,4.40353760000E+02,4.59155550000E+02
9.52000000000E+02,7.33808820000E-01,4.40541290000E+02,4.59233310000E+02
9.53000000000E+02,7.33808760000E-01,4.40727970000E+02,4.59311980000E+02
9.54000000000E+02,7.33808760000E-01,4.40913730000E+02,4.59389470000E+02
9.55000000000E+02,7.33808760000E-01,4.41098600000E+02,4.59466770000E+02
9.56000000000E+02,7.33808760000E-01,4.41282620000E+02,4.59543730000E+02
9.57000000000E+02,7.33808760000E-01,4.41465760000E+02,4.59619960000E+02
9.58000000000E+02,7.33808760000E-01,4.41648040000E+02,4.59697050000E+02
9.59000000000E+02,7.33808760000E-01,4.41829440000E+02,4.59773070000E+02
9.60000000000E+02,7.33808760000E-01,4.42010010000E+02,4.59848820000E+02
9.61000000000E+02,7.33808700000E-01,4.42189700000E+02,4.59924070000E+02
9.62000000000E+02,7.33808700000E-01,4.42368560000E+02,4.59998810000E+02
9.63000000000E+02,7.33808700000E-01,4.42546570000E+02,4.60074400000E+02
9.64000000000E+02,7.33808700000E-01,4.42723750000E+02,4.60148710000E+02
9.65000000000E+02,7.33808700000E-01,4.42900120000E+02,4.60222960000E+02
9.66000000000E+02,7.33808700000E-01,4.43075680000E+02,4.60296390000E+02
9.67000000000E+02,7.33808700000E-01,4.43250400000E+02,4.60369840000E+02
9.68000000000E+02,7.33808700000E-01,4.43424290000E+02,4.60443020000E+02
9.69000000000E+02,7.33808700000E-01,4.43597380000E+02,4.60516690000E+02
9.70000000000E+02,7.33808700000E-01,4.43769650000E+02,4.60589140000E+02
9.71000000000E+02,7.33808700000E-01,4.43941130000E+02,4.60661320000E+02
9.72000000000E+02,7.33808700000E-01,4.44111820000E+02,4.60733180000E+02
9.73000000000E+02,7.33808700000E-01,4.44281740000E+02,4.60804810000E+02
9.74000000000E+02,7.33808700000E-01,4.44450840000E+02,4.60877040000E+02
9.75000000000E+02,7.33808700000E-01,4.44619140000E+02,4.60947940000E+02
9.76000000000E+02,7.33808700000E-01,4.44786710000E+02,4.61018490000E+02
9.77000000000E+02,7.33808700000E-01,4.44953460000E+02,4.61088900000E+02
9.78000000000E+02,7.33808700000E-01,4.45119480000E+02,4.61158970000E+02
9.79000000000E+02,7.33808700000E-01,4.45284700000E+02,4.61228670000E+02
9.80000000000E+02,7.33808700000E-01,4.45449190000E+02,4.61299130000E+02
9.81000000000E+02,7.33808700000E-01,4.45612880000E+02,4.61368040000E+02
9.82000000000E+02,7.33808700000E-01,4.45775820000E+02,4.61437010000E+02
9.83000000000E+02,7.33808700000E-01,4.45938020000E+02,4.61505620000E+02
9.84000000000E+02,7.33808700000E-01,4.46099490000E+02,4.61573850000E+02
9.85000000000E+02,7.33808700000E-01,4.46260190000E+02,4.61642700000E+02
9.86000000000E+02,7.33808700000E-01,4.46420170000E+02,4.61710420000E+02
9.87000000000E+02,7.33808700000E-01,4.46579410000E+02,4.61777710000E+02
9.88000000000E+02,7.33808700000E-01,4.46737920000E+02,4.61844760000E+02
9.89000000000E+02,7.33808700000E-01,4.46895690000E+02,4.61911500000E+02
9.90000000000E+02,7.33808700000E-01,4.47052760000E+02,4.61978000000E+02
9.91000000000E+02,7.33808700000E-01,4.47209080000E+02,4.62045140000E+02
9.92000000000E+02,7.33808700000E-01,4.47364650000E+02,4.62110870000E+02
9.93000000000E+02,7.33808700000E-01,4.47519560000E+02,4.62176510000E+02
9.94000000000E+02,7.33808700000E-01,4.47673770000E+02,4.62241730000E+02
9.95000000000E+02,7.33808700000E-01,4.47827210000E+02,4.62306880000E+02
9.96000000000E+02,7.33808700000E-01,4.47980010000E+02,4.62371670000E+02
9.97000000000E+02,7.33808700000E-01,4.48132080000E+02,4.62436800000E+02
9.98000000000E+02,7.33808700000E-01,4.48283450000E+02,4.62500920000E+02
9.99000000000E+02,7.33808700000E-01,4.48434140000E+02,4.62564850000E+02
1.00000000000E+03,7.33808700000E-01,4.48584110000E+02,4.62628480000E+02
1.00000000000E+03,7.33808700000E-01,4.48584110000E+02,4.62628480000E+02
1.00000000000E+03,7.33808700000E-01,4.48584110000E+02,4.62628480000E+02
1.00000000000E+03,7.33808700000E-01,4.48584110000E+02,4.62628480000E+02
1.00000000000E+03,7.33808700000E-01,4.48584110000E+02,4.62628480000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.01000000000E+03,7.33808700000E-01,4.50046720000E+02,4.63250640000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.02000000000E+03,7.33808700000E-01,4.51443700000E+02,4.63844700000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.03000000000E+03,7.33808700000E-01,4.52778020000E+02,4.64413570000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.04000000000E+03,7.33808700000E-01,4.54052430000E+02,4.64956360000E+02
1.05000000000E+03,7.33808700000E-01,4.55269620000E+02,4.65475040000E+02
